"City/Town/County","State","Lat","Long","Population","deaths","cases"
"Umatilla","Oregon",45.59073056,-118.7353826,77950,252,26508
"Unassigned","Oregon",0,0,0,0,3
"Union","Oregon",45.30915495,-118.0068979,26835,95,5848
"Wallowa","Oregon",45.57894064,-117.183538,7208,23,1576
"Wasco","Oregon",45.16292781,-121.1670954,26682,77,6709
"Washington","Oregon",45.55972701,-123.0955257,601592,783,122406
"Wheeler","Oregon",44.72698162,-120.0281427,1332,3,303
"Yamhill","Oregon",45.23330449,-123.3086963,107100,281,22896
"Adams","Pennsylvania",39.87140411,-77.21610347,103009,424,31676
"Allegheny","Pennsylvania",40.46809875,-79.98167747,1216045,3838,339976
"Armstrong","Pennsylvania",40.81665618,-79.46290811,64735,386,18397
"Beaver","Pennsylvania",40.6825484,-80.34921611,163929,848,49038
"Bedford","Pennsylvania",40.00522157,-78.48998442,47888,289,12845
"Berks","Pennsylvania",40.41570541,-75.92457766,421164,1778,126969
"Blair","Pennsylvania",40.47961444,-78.34917412,121829,689,35199
"Bradford","Pennsylvania",41.78869215,-76.51570822,60323,234,20762
"Bucks","Pennsylvania",40.33682119,-75.10836643,628270,2167,156462
"Butler","Pennsylvania",40.91152759,-79.91351055,187853,835,55245
"Cambria","Pennsylvania",40.49527404,-78.71377428,130192,815,43568
"Cameron","Pennsylvania",41.43625568,-78.20376845,4447,22,1035
"Carbon","Pennsylvania",40.91545395,-75.7068525,64182,346,20240
"Centre","Pennsylvania",40.92058903,-77.82200624,162385,397,44220
"Chester","Pennsylvania",39.97291773,-75.74768357,524989,1336,117917
"Clarion","Pennsylvania",41.19265812,-79.42413524,38438,223,9927
"Clearfield","Pennsylvania",41.00110782,-78.47592663,79255,399,24425
"Clinton","Pennsylvania",41.23255967,-77.63785995,38632,142,11183
"Columbia","Pennsylvania",41.04821986,-76.40565017,64964,277,19721
"Crawford","Pennsylvania",41.68447709,-80.10760592,84629,363,24932
"Cumberland","Pennsylvania",40.1625372,-77.26130755,253370,974,63042
"Dauphin","Pennsylvania",40.41377078,-76.77993242,278299,1080,72651
"Delaware","Pennsylvania",39.91680171,-75.40243663,566747,2086,141966
"Elk","Pennsylvania",41.42822061,-78.64524744,29910,121,8605
"Erie","Pennsylvania",41.99253829,-80.03301954,269728,899,72139
"Fayette","Pennsylvania",39.92041012,-79.64291195,129274,759,39057
"Forest","Pennsylvania",41.51095103,-79.23229292,7247,35,2550
"Franklin","Pennsylvania",39.92956518,-77.72157791,155027,801,51643
"Fulton","Pennsylvania",39.92913544,-78.11163677,14530,73,5067
"Greene","Pennsylvania",39.85746531,-80.22357106,36233,120,10696
"Huntingdon","Pennsylvania",40.42162652,-77.97673273,45144,280,13887
"Indiana","Pennsylvania",40.65241041,-79.08963285,84073,396,21937
"Jefferson","Pennsylvania",41.12913106,-78.9986361,43425,266,11268
"Juniata","Pennsylvania",40.53358749,-77.3997513,24763,193,5742
"Lackawanna","Pennsylvania",41.43564672,-75.60379201,209674,908,59181
"Lancaster","Pennsylvania",40.03904563,-76.24770128,545724,2090,150890
"Lawrence","Pennsylvania",40.99206278,-80.33393706,85512,465,23172
"Lebanon","Pennsylvania",40.36680311,-76.45651841,141793,574,45680
"Lehigh","Pennsylvania",40.6154815,-75.59435245,369318,1396,111635
"Luzerne","Pennsylvania",41.17823008,-75.98447579,317417,1586,94872
"Lycoming","Pennsylvania",41.34310539,-77.06629984,113299,590,35015
"McKean","Pennsylvania",41.80938602,-78.56478358,40625,175,9809
"Mercer","Pennsylvania",41.30248872,-80.25816981,109424,546,28403
"Mifflin","Pennsylvania",40.61116939,-77.61070738,46138,304,15166
"Monroe","Pennsylvania",41.05934058,-75.34031025,170271,596,48163
"Montgomery","Pennsylvania",40.21053671,-75.36652296,830915,2657,200208
"Montour","Pennsylvania",41.03023987,-76.66345939,18230,98,5989
"Northampton","Pennsylvania",40.75182733,-75.30471829,305285,1250,100150
"Northumberland","Pennsylvania",40.84785433,-76.70798222,90843,591,28684
"Out of PA","Pennsylvania",0,0,0,0,0
"Perry","Pennsylvania",40.40206612,-77.26297447,46272,198,10451
"Philadelphia","Pennsylvania",40.00338507,-75.1379271,1584064,5549,394710
"Pike","Pennsylvania",41.33155042,-75.03208106,55809,112,13435
"Potter","Pennsylvania",41.74471626,-77.89559864,16526,104,3882
"Schuylkill","Pennsylvania",40.70497338,-76.2150785,141359,759,42680
"Snyder","Pennsylvania",40.77129231,-77.06840691,40372,169,9772
"Somerset","Pennsylvania",39.97172723,-79.02699593,73447,443,22271
"Sullivan","Pennsylvania",41.44634738,-76.51246591,6066,38,1390
"Susquehanna","Pennsylvania",41.82147784,-75.80071959,40328,135,10136
"Tioga","Pennsylvania",41.77255149,-77.25433032,40591,221,10189
"Unassigned","Pennsylvania",0,0,0,0,0
"Union","Pennsylvania",40.96188846,-77.05996014,44923,159,13563
"Venango","Pennsylvania",41.40323442,-79.75845449,50668,272,13835
"Warren","Pennsylvania",41.81304978,-79.26969577,39191,242,9754
"Washington","Pennsylvania",40.19208869,-80.24582867,206865,730,63639
"Wayne","Pennsylvania",41.64938475,-75.29956506,51361,204,13364
"Westmoreland","Pennsylvania",40.3137798,-79.46615476,348899,1557,99366
"Wyoming","Pennsylvania",41.51955538,-76.01074915,26794,121,6563
"York","Pennsylvania",39.9210089,-76.73040131,449058,1668,147850
"Adjuntas","Puerto Rico",18.180117,-66.754367,19483,0,6873
"Aguada","Puerto Rico",18.360255,-67.175131,41959,0,12796
"Aguadilla","Puerto Rico",18.459681,-67.120815,60949,0,16396
"Aguas Buenas","Puerto Rico",18.251619,-66.126806,28659,0,8382
"Aibonito","Puerto Rico",18.131361,-66.264131,25900,0,8444
"Anasco","Puerto Rico",18.287985,-67.120611,29261,0,8391
"Arecibo","Puerto Rico",18.406631,-66.675077,96440,0,29855
"Arroyo","Puerto Rico",17.998457,-66.056546,19575,0,5679
"Barceloneta","Puerto Rico",18.445533,-66.560531,24816,0,7631
"Barranquitas","Puerto Rico",18.201592,-66.30963,30318,0,9554
"Bayamon","Puerto Rico",18.34946,-66.168435,208116,0,66656
"Cabo Rojo","Puerto Rico",18.040993,-67.154391,50917,0,14231
"Caguas","Puerto Rico",18.211615,-66.050779,142893,0,44456
"Camuy","Puerto Rico",18.418578,-66.860206,35159,0,11445
"Canovanas","Puerto Rico",18.328802,-65.887612,47648,0,13002
"Carolina","Puerto Rico",18.374986,-65.956831,176762,0,51188
"Catano","Puerto Rico",18.437269,-66.143306,28140,0,7355
"Cayey","Puerto Rico",18.102851,-66.14914,48119,0,14712
"Ceiba","Puerto Rico",18.251818,-65.666416,13631,0,3256
"Ciales","Puerto Rico",18.28885,-66.516475,18782,0,5339
"Cidra","Puerto Rico",18.173559,-66.161179,43480,0,14325
"Coamo","Puerto Rico",18.097597,-66.36014,40512,0,11733
"Comerio","Puerto Rico",18.224687,-66.221622,20778,0,6058
"Corozal","Puerto Rico",18.304264,-66.327738,37142,0,12137
"Culebra","Puerto Rico",18.31586,-65.28813,1818,0,540
"Dorado","Puerto Rico",18.436115,-66.278669,38165,0,12356
"Fajardo","Puerto Rico",18.318373,-65.666866,36993,0,9675
"Florida","Puerto Rico",18.373715,-66.560488,12680,0,4760
"Guanica","Puerto Rico",17.982429,-66.919643,19427,0,3938
"Guayama","Puerto Rico",18.007516,-66.133908,45362,0,12231
"Guayanilla","Puerto Rico",18.039942,-66.79186,21581,0,5881
"Guaynabo","Puerto Rico",18.345114,-66.114523,97924,0,30371
"Gurabo","Puerto Rico",18.266461,-65.979705,45369,0,14835
"Hatillo","Puerto Rico",18.410928,-66.796326,41953,0,12064
"Hormigueros","Puerto Rico",18.134532,-67.113972,17250,0,5091
"Humacao","Puerto Rico",18.145211,-65.810174,58466,0,17357
"Isabela","Puerto Rico",18.44981,-67.005093,45631,0,14284
"Jayuya","Puerto Rico",18.211446,-66.58878,16642,0,5642
"Juana Diaz","Puerto Rico",18.050764,-66.494581,79897,0,14766
"Juncos","Puerto Rico",18.223793,-65.909109,40290,0,12948
"Lajas","Puerto Rico",18.011661,-67.040585,25753,0,6978
"Lares","Puerto Rico",18.269035,-66.867236,30753,0,11260
"Las Marias","Puerto Rico",18.23679,-66.98362,9881,0,2889
